seq_length|mean acc|std acc|mean loss|std loss|input_dim|num_hidden|lr|train_steps|batch_size
45;0.09114583333333333;0.02240188871625684;2.302429517110189;0.00018191617075010623;1;128;0.001;10000;128
65;0.09114583333333333;0.020505228838572424;2.3027142683664956;0.00021843274159138814;1;128;0.001;10000;128
45;0.09895833333333333;0.02655739329996242;2.302438656489054;0.000196679127472362;1;128;0.001;10000;128
70;0.0859375;0.02209708691207961;2.302640676498413;0.00022788526219104938;1;128;0.001;10000;128
45;0.09114583333333333;0.02655739329996242;2.302421728769938;0.00018776290192459524;1;128;0.001;10000;128
10;1.0;0.0;1.4611507654190063;0.0;1;128;0.001;10000;128
10;0.4713541666666667;0.09660019266141358;1.983867843945821;0.0983628910671592;1;128;0.001;10000;128
25;0.10677083333333333;0.003682847818679935;2.3024391333262124;5.739283206467849e-05;1;128;0.0001;10000;128
10;0.90625;0.03375385780420761;1.5549007654190063;0.03375385780420761;1;128;0.001;10000;128
25;0.10677083333333333;0.003682847818679935;2.3024374643961587;5.3013103625064064e-05;1;128;0.0001;10000;128
15;0.0859375;0.0229993772560621;2.3026371796925864;0.00016135347128442784;1;128;0.001;10000;128
15;0.0859375;0.0229993772560621;2.3026697635650635;0.00019443742864713484;1;128;0.001;10000;128
25;0.10677083333333333;0.003682847818679935;2.302440563837687;5.004228713775449e-05;1;128;0.0001;10000;128
15;0.0859375;0.0229993772560621;2.3026230335235596;0.000167182602984572;1;128;0.001;10000;128
20;0.0859375;0.00637887953849786;2.3025107383728027;0.000104300612224264;1;128;0.001;10000;128
30;0.1015625;0.00637887953849786;2.3026631673177085;0.00025297565715567987;1;128;0.0001;10000;128
20;0.09375;0.00637887953849786;2.302507479985555;3.599322218586781e-05;1;128;0.001;10000;128
30;0.1015625;0.00637887953849786;2.3026647567749023;0.000258577965182629;1;128;0.0001;10000;128
20;0.09114583333333333;0.00736569563735987;2.3025499979654946;4.608589951586155e-05;1;128;0.001;10000;128
30;0.1015625;0.00637887953849786;2.3026618162790933;0.0002519325502784355;1;128;0.0001;10000;128
25;0.10677083333333333;0.003682847818679935;2.30219038327535;9.854608966424882e-05;1;128;0.001;10000;128
25;1.0;0.0;1.4612666368484497;3.597290514080616e-05;1;128;0.001;10000;128
35;0.09114583333333333;0.003682847818679935;2.3025835355122886;0.00011563413057954021;1;128;0.0001;10000;128
25;0.10677083333333333;0.003682847818679935;2.3022329807281494;0.00015191598320486436;1;128;0.001;10000;128
35;0.09114583333333333;0.003682847818679935;2.3025903701782227;0.00012025013163859887;1;128;0.0001;10000;128
40;0.11197916666666667;0.02240188871625684;2.3026172320048013;0.00015393919592712648;1;128;0.0001;10000;128
40;0.11458333333333333;0.02240188871625684;2.3026182651519775;0.00015650480310807407;1;128;0.0001;10000;128
65;0.09895833333333333;0.016053161466065044;2.3025960127512612;3.116167210635132e-05;1;128;0.0001;10000;128
40;0.109375;0.02551551815399144;2.302619536717733;0.00015239061245526415;1;128;0.0001;10000;128
45;0.12239583333333333;0.003682847818679935;2.3025225003560386;7.714755965209075e-05;1;128;0.0001;10000;128
65;0.09635416666666667;0.01327869664998121;2.302579720815023;4.528377214265856e-05;1;128;0.0001;10000;128
45;0.11979166666666667;0.003682847818679935;2.302525440851847;7.622942911991662e-05;1;128;0.0001;10000;128
